session,wave,copy,target,iterations,wall_s,cpu_s,exit_code
8,22,3,toml-parse,400000,38.7,26.1,0
8,22,3,yaml-parse,400000,62.2,52.6,0
8,22,3,ini-parse,400000,61.1,52.4,0
8,22,3,properties-parse,400000,65.2,55.7,0
8,22,3,xml-parse,400000,22.7,15.2,0
8,22,3,plist-parse,400000,33,22.4,0
8,22,3,hcl-parse,400000,51.9,42.3,0
8,22,3,json-ops,75000,23.8,15.7,0
8,22,3,toml-ops,75000,12.4,7.4,0
8,22,3,yaml-ops,75000,29.9,19.2,0
8,22,3,ini-ops,75000,28.9,21.5,0
8,22,3,properties-ops,75000,36.6,29.8,0
8,22,3,xml-ops,75000,11.4,5,0
8,22,3,plist-ops,75000,7.3,5.6,0
8,22,3,hcl-ops,75000,23.7,14.2,0
8,22,3,protocol-decode,800000,38.6,28.7,0
8,23,1,json-parse,400000,54.8,39.3,0
8,23,1,toml-parse,400000,38,25.4,0
8,23,1,yaml-parse,400000,64.5,51.2,0
8,23,1,ini-parse,400000,66.5,50.5,0
8,23,1,properties-parse,400000,67.5,53.5,0
8,23,1,xml-parse,400000,30.3,16.3,0
8,23,1,plist-parse,400000,37,22.2,0
8,23,1,hcl-parse,400000,52.3,42.9,0
8,23,1,json-ops,75000,28.2,15.7,0
8,23,1,toml-ops,75000,16.4,7.7,0
8,23,1,yaml-ops,75000,38.5,21.5,0
8,23,1,ini-ops,75000,33.9,22,0
8,23,1,properties-ops,75000,46.6,31.3,0
8,23,1,xml-ops,75000,8.6,4.3,0
8,23,1,plist-ops,75000,14.3,5.7,0
8,23,1,hcl-ops,75000,29.7,15.2,0
8,23,1,protocol-decode,800000,46.6,31.4,0
8,23,2,json-parse,400000,55.8,40.4,0
8,23,2,toml-parse,400000,43,25.2,0
8,23,2,yaml-parse,400000,67.4,50.8,0
8,23,2,ini-parse,400000,66.9,50,0
8,23,2,properties-parse,400000,63.4,55.2,0
8,23,2,xml-parse,400000,32.3,16.2,0
8,23,2,plist-parse,400000,23.5,20.7,0
8,23,2,hcl-parse,400000,57.7,40.6,0
8,23,2,json-ops,75000,23,14.9,0
8,23,2,toml-ops,75000,11.7,7.5,0
8,23,2,yaml-ops,75000,23.5,19,0
8,23,2,ini-ops,75000,29.2,20.6,0
8,23,2,properties-ops,75000,42,30.4,0
8,23,2,xml-ops,75000,11.6,4.6,0
8,23,2,plist-ops,75000,8.5,5.6,0
8,23,2,hcl-ops,75000,21.4,13.9,0
8,23,2,protocol-decode,800000,41.5,29.6,0
8,23,3,json-parse,400000,48.6,39,0
8,23,3,toml-parse,400000,33.3,25,0
8,23,3,yaml-parse,400000,62.3,50.4,0
8,23,3,ini-parse,400000,57.2,51.4,0
8,23,3,properties-parse,400000,65.3,54.6,0
8,23,3,xml-parse,400000,24.5,14.6,0
8,23,3,plist-parse,400000,29.1,20.8,0
8,23,3,hcl-parse,400000,51.6,42.1,0
8,23,3,json-ops,75000,22.4,15.2,0
8,23,3,toml-ops,75000,12.1,7.6,0
8,23,3,yaml-ops,75000,26.5,18.9,0
8,23,3,ini-ops,75000,29.1,20,0
8,23,3,properties-ops,75000,39.9,29.6,0
8,23,3,xml-ops,75000,12.1,4.6,0
8,23,3,plist-ops,75000,9,5.5,0
8,23,3,hcl-ops,75000,20.8,14,0
8,23,3,protocol-decode,800000,40.4,28.9,0
8,24,1,json-parse,400000,57.8,39.1,0
8,24,1,toml-parse,400000,43,26.3,0
8,24,1,yaml-parse,400000,63.3,46.9,0
8,24,1,ini-parse,400000,58.8,49.9,0
8,24,1,properties-parse,400000,65.3,46.7,0
8,24,1,xml-parse,400000,26.5,16.3,0
8,24,1,plist-parse,400000,41.9,24.3,0
8,24,1,hcl-parse,400000,56.2,41.1,0
8,24,1,json-ops,75000,37.3,16.9,0
8,24,1,toml-ops,75000,18.3,8.5,0
8,24,1,yaml-ops,75000,35.3,20.8,0
8,24,1,ini-ops,75000,38.3,22.5,0
8,24,1,properties-ops,75000,48.5,30.9,0
8,24,1,xml-ops,75000,7.7,4.8,0
8,24,1,plist-ops,75000,11.4,5.4,0
8,24,1,hcl-ops,75000,26,14.3,0
8,24,1,protocol-decode,800000,48.5,31.7,0
8,24,2,json-parse,400000,56.2,38.2,0
8,24,2,toml-parse,400000,42.4,25.1,0
8,24,2,yaml-parse,400000,63.3,46.3,0
8,24,2,ini-parse,400000,61.2,47.7,0
8,24,2,properties-parse,400000,64.3,49,0
8,24,2,xml-parse,400000,35.7,16.7,0
8,24,2,plist-parse,400000,39.3,23.2,0
8,24,2,hcl-parse,400000,56.7,40.7,0
8,24,2,json-ops,75000,25.4,15.8,0
8,24,2,toml-ops,75000,13.6,7.9,0
8,24,2,yaml-ops,75000,29.5,20.1,0
8,24,2,ini-ops,75000,28,20.8,0
8,24,2,properties-ops,75000,41.3,29.9,0
8,24,2,xml-ops,75000,11.9,5,0
8,24,2,plist-ops,75000,11.9,5.7,0
8,24,2,hcl-ops,75000,20.8,14.4,0
8,24,2,protocol-decode,800000,41.3,28.9,0
8,24,3,json-parse,400000,53.6,40.6,0
8,24,3,toml-parse,400000,37.7,25.6,0
8,24,3,yaml-parse,400000,60.2,49.1,0
8,24,3,ini-parse,400000,60.7,48,0
8,24,3,properties-parse,400000,62.7,51.6,0
8,24,3,xml-parse,400000,25.9,16,0
8,24,3,plist-parse,400000,34.6,22.2,0
8,24,3,hcl-parse,400000,52.5,41.3,0
8,24,3,json-ops,75000,24.9,15.8,0
8,24,3,toml-ops,75000,14.6,7.9,0
8,24,3,yaml-ops,75000,29.5,19.2,0
8,24,3,ini-ops,75000,30.5,21.3,0
8,24,3,properties-ops,75000,39.7,29.8,0
8,24,3,xml-ops,75000,12.9,4.7,0
8,24,3,plist-ops,75000,12.4,6,0
8,24,3,hcl-ops,75000,24.3,14,0
8,24,3,protocol-decode,800000,37.7,29,0
8,25,1,json-parse,400000,52.6,37.4,0
8,25,1,toml-parse,400000,39.1,22.6,0
8,25,1,yaml-parse,400000,65.1,45,0
8,25,1,ini-parse,400000,67.1,41.7,0
8,25,1,properties-parse,400000,68.1,45.8,0
8,25,1,xml-parse,400000,23.5,12.4,0
8,25,1,plist-parse,400000,34.4,19.2,0
8,25,1,hcl-parse,400000,58.2,37.9,0
8,25,1,json-ops,75000,20.4,12.8,0
8,25,1,toml-ops,75000,8.9,6.1,0
8,25,1,yaml-ops,75000,35.4,18.1,0
8,25,1,ini-ops,75000,33.9,19.1,0
8,25,1,properties-ops,75000,43.2,27.2,0
8,25,1,xml-ops,75000,7.3,3.6,0
8,25,1,plist-ops,75000,11,4.2,0
8,25,1,hcl-ops,75000,17.3,11,0
8,25,1,protocol-decode,800000,40.6,26.8,0
8,25,2,json-parse,400000,53.6,35.7,0
8,25,2,toml-parse,400000,38,22.8,0
8,25,2,yaml-parse,400000,66.5,45.3,0
8,25,2,ini-parse,400000,59.8,49.3,0
8,25,2,properties-parse,400000,64.5,52,0
8,25,2,xml-parse,400000,25.1,12.9,0
8,25,2,plist-parse,400000,38.5,19.8,0
8,25,2,hcl-parse,400000,59.7,37.8,0
8,25,2,json-ops,75000,27.1,13.6,0
8,25,2,toml-ops,75000,14.1,5.5,0
8,25,2,yaml-ops,75000,38.5,18.5,0
8,25,2,ini-ops,75000,35.4,19.6,0
8,25,2,properties-ops,75000,48.9,26.2,0
8,25,2,xml-ops,75000,6.7,3.7,0
8,25,2,plist-ops,75000,8.3,4.7,0
8,25,2,hcl-ops,75000,14.6,11.5,0
8,25,2,protocol-decode,800000,36.4,27.6,0
8,25,3,json-parse,400000,44.1,37.1,0
8,25,3,toml-parse,400000,26.1,22.1,0
8,25,3,yaml-parse,400000,62.2,48.1,0
8,25,3,ini-parse,400000,62.4,49.1,0
8,25,3,properties-parse,400000,64.4,51.1,0
8,25,3,xml-parse,400000,17.7,12.6,0
8,25,3,plist-parse,400000,27.1,19.2,0
8,25,3,hcl-parse,400000,48.3,39.2,0
8,25,3,json-ops,75000,19.2,13.3,0
8,25,3,toml-ops,75000,11.4,6.4,0
8,25,3,yaml-ops,75000,25,17.2,0
8,25,3,ini-ops,75000,24.5,18.2,0
8,25,3,properties-ops,75000,37.3,28.2,0
8,25,3,xml-ops,75000,8.8,3.7,0
8,25,3,plist-ops,75000,9.8,4.3,0
8,25,3,hcl-ops,75000,16.6,11.4,0
8,25,3,protocol-decode,800000,34.7,26.5,0
8,26,1,json-parse,400000,51.9,38.2,0
8,26,1,toml-parse,400000,35.3,22.4,0
8,26,1,yaml-parse,400000,78.1,54.6,0
8,26,1,ini-parse,400000,67.3,53.5,0
8,26,1,properties-parse,400000,73.4,57.1,0
8,26,1,xml-parse,400000,27.5,14.4,0
8,26,1,plist-parse,400000,30,21.1,0
8,26,1,hcl-parse,400000,58.6,40.1,0
8,26,1,json-ops,75000,23.8,14.2,0
8,26,1,toml-ops,75000,11.4,5.5,0
8,26,1,yaml-ops,75000,32.1,19.6,0
8,26,1,ini-ops,75000,34.7,18.9,0
8,26,1,properties-ops,75000,40.3,27.2,0
8,26,1,xml-ops,75000,7.5,3.6,0
8,26,1,plist-ops,75000,8.1,4.6,0
8,26,1,hcl-ops,75000,23.8,12.3,0
8,26,1,protocol-decode,800000,39.3,27.8,0
8,26,2,json-parse,400000,50.3,38.8,0
8,26,2,toml-parse,400000,34.2,22.1,0
8,26,2,yaml-parse,400000,69.8,53.4,0
8,26,2,ini-parse,400000,74.4,52.1,0
8,26,2,properties-parse,400000,81.6,57.6,0
8,26,2,xml-parse,400000,21.7,13.6,0
8,26,2,plist-parse,400000,34.2,20.3,0
8,26,2,hcl-parse,400000,59,39.5,0
8,26,2,json-ops,75000,30,14.6,0
8,26,2,toml-ops,75000,13.4,6.1,0
8,26,2,yaml-ops,75000,25.8,18.2,0
8,26,2,ini-ops,75000,26.4,19.5,0
8,26,2,properties-ops,75000,39.7,26.4,0
8,26,2,xml-ops,75000,6.9,4.2,0
8,26,2,plist-ops,75000,7.5,5,0
8,26,2,hcl-ops,75000,16,11.7,0
8,26,2,protocol-decode,800000,37.2,26.9,0
8,26,3,json-parse,400000,51.3,36.7,0
8,26,3,toml-parse,400000,32.7,23.8,0
8,26,3,yaml-parse,400000,68.2,52.4,0
8,26,3,ini-parse,400000,60,51.5,0
8,26,3,properties-parse,400000,75.9,57.7,0
8,26,3,xml-parse,400000,24.7,13.5,0
8,26,3,plist-parse,400000,33.2,20,0
8,26,3,hcl-parse,400000,51.2,38.9,0
8,26,3,json-ops,75000,22.7,13.3,0
8,26,3,toml-ops,75000,14.9,6,0
8,26,3,yaml-ops,75000,29.9,19.1,0
8,26,3,ini-ops,75000,23.2,19.4,0
8,26,3,properties-ops,75000,40.8,27.4,0
8,26,3,xml-ops,75000,7.9,4.6,0
8,26,3,plist-ops,75000,9,4.3,0
8,26,3,hcl-ops,75000,19.5,13,0
8,26,3,protocol-decode,800000,33.5,26.8,0
8,27,1,json-parse,400000,53.3,37.7,0
8,27,1,toml-parse,400000,21,16.8,0
8,27,1,yaml-parse,400000,71.2,53.4,0
8,27,1,ini-parse,400000,78.4,50.5,0
8,27,1,properties-parse,400000,74.3,56.8,0
8,27,1,xml-parse,400000,16.1,12.4,0
8,27,1,plist-parse,400000,20.4,16.2,0
8,27,1,hcl-parse,400000,71.2,39.4,0
8,27,1,json-ops,75000,18.9,14,0
8,27,1,toml-ops,75000,9.2,5.5,0
8,27,1,yaml-ops,75000,21,16.2,0
8,27,1,ini-ops,75000,25.1,18.8,0
8,27,1,properties-ops,75000,49.1,27.7,0
8,27,1,xml-ops,75000,11.5,4.1,0
8,27,1,plist-ops,75000,12.1,4.6,0
8,27,1,hcl-ops,75000,19.4,12.2,0
8,27,1,protocol-decode,800000,31.2,25.8,0
8,27,2,json-parse,400000,61,38.9,0
8,27,2,toml-parse,400000,20.9,16.5,0
8,27,2,yaml-parse,400000,83.5,51.3,0
8,27,2,ini-parse,400000,81.9,49.5,0
8,27,2,properties-parse,400000,87,54.6,0
8,27,2,xml-parse,400000,19.3,13.8,0
8,27,2,plist-parse,400000,31.2,18.8,0
8,27,2,hcl-parse,400000,71.2,40,0
8,27,2,json-ops,75000,25,13.1,0
8,27,2,toml-ops,75000,19.3,5.9,0
8,27,2,yaml-ops,75000,29.1,17.5,0
8,27,2,ini-ops,75000,34.7,19.3,0
8,27,2,properties-ops,75000,41.4,27,0
8,27,2,xml-ops,75000,6.8,3.6,0
8,27,2,plist-ops,75000,8.5,4.8,0
8,27,2,hcl-ops,75000,21.9,11.9,0
8,27,2,protocol-decode,800000,35.7,26.2,0
8,27,3,json-parse,400000,65.5,38.1,0
8,27,3,toml-parse,400000,38.2,22.6,0
8,27,3,yaml-parse,400000,78.3,51.2,0
8,27,3,ini-parse,400000,81.3,50.4,0
8,27,3,properties-parse,400000,74.7,57.3,0
8,27,3,xml-parse,400000,22.9,12.8,0
8,27,3,plist-parse,400000,30,18.8,0
8,27,3,hcl-parse,400000,69.1,39.5,0
8,27,3,json-ops,75000,25.4,13,0
8,27,3,toml-ops,75000,9.6,5.7,0
8,27,3,yaml-ops,75000,19.8,15.7,0
8,27,3,ini-ops,75000,31.6,18.9,0
8,27,3,properties-ops,75000,49,27.5,0
8,27,3,xml-ops,75000,9.6,4.3,0
8,27,3,plist-ops,75000,14.8,4.3,0
8,27,3,hcl-ops,75000,21.8,11.6,0
8,27,3,protocol-decode,800000,35.6,25.9,0
8,28,1,json-parse,400000,59.6,41.5,0
8,28,1,toml-parse,400000,44.8,25.3,0
8,28,1,yaml-parse,400000,72.8,54.8,0
8,28,1,ini-parse,400000,71.3,53.7,0
8,28,1,properties-parse,400000,72.3,59.1,0
8,28,1,xml-parse,400000,35.6,17.5,0
8,28,1,plist-parse,400000,40.2,23.5,0
8,28,1,hcl-parse,400000,60.6,43.7,0
8,28,1,json-ops,75000,34,17.2,0
8,28,1,toml-ops,75000,19,8.3,0
8,28,1,yaml-ops,75000,34,20.4,0
8,28,1,ini-ops,75000,41.7,23.8,0
8,28,1,properties-ops,75000,47.8,31.7,0
8,28,1,xml-ops,75000,7.2,5.1,0
8,28,1,plist-ops,75000,14.9,6.4,0
8,28,1,hcl-ops,75000,31.4,15.6,0
8,28,1,protocol-decode,800000,49.3,32.1,0
8,28,2,json-parse,400000,61,42.1,0
8,28,2,toml-parse,400000,44.7,27,0
8,28,2,yaml-parse,400000,72.8,55.5,0
8,28,2,ini-parse,400000,69.7,55.4,0
8,28,2,properties-parse,400000,75.3,56.4,0
8,28,2,xml-parse,400000,31.4,16.4,0
8,28,2,plist-parse,400000,31.4,22.5,0
8,28,2,hcl-parse,400000,58.5,43.5,0
8,28,2,json-ops,75000,21,16,0
8,28,2,toml-ops,75000,13.3,8.3,0
8,28,2,yaml-ops,75000,29.8,19.7,0
8,28,2,ini-ops,75000,26.7,21.4,0
8,28,2,properties-ops,75000,39,30.6,0
8,28,2,xml-ops,75000,8.1,5,0
8,28,2,plist-ops,75000,11.7,6.2,0
8,28,2,hcl-ops,75000,18.9,13.5,0
8,28,2,protocol-decode,800000,38.5,29.1,0
8,28,3,json-parse,400000,49.3,41,0
8,28,3,toml-parse,400000,35,24.8,0
8,28,3,yaml-parse,400000,67.1,55.4,0
8,28,3,ini-parse,400000,63.5,54.4,0
8,28,3,properties-parse,400000,69.6,58.9,0
8,28,3,xml-parse,400000,23,16.1,0
8,28,3,plist-parse,400000,30.3,22,0
8,28,3,hcl-parse,400000,52.3,43.4,0
8,28,3,json-ops,75000,21.5,15.8,0
8,28,3,toml-ops,75000,13.7,8.1,0
8,28,3,yaml-ops,75000,27.2,20.3,0
8,28,3,ini-ops,75000,25.6,20.7,0
8,28,3,properties-ops,75000,40.5,30.7,0
8,28,3,xml-ops,75000,10.6,5,0
8,28,3,plist-ops,75000,7.5,5.8,0
8,28,3,hcl-ops,75000,16.8,14.1,0
8,28,3,protocol-decode,800000,35.9,29.5,0
8,29,1,json-parse,400000,53.7,35.3,0
8,29,1,toml-parse,400000,43.4,26.2,0
8,29,1,yaml-parse,400000,60.3,44.4,0
8,29,1,ini-parse,400000,62.3,42.8,0
8,29,1,properties-parse,400000,62.3,47.4,0
8,29,1,xml-parse,400000,24.4,16.3,0
8,29,1,plist-parse,400000,43.5,23.4,0
8,29,1,hcl-parse,400000,54.2,38,0
8,29,1,json-ops,75000,30.6,16.2,0
8,29,1,toml-ops,75000,21.8,8.2,0
8,29,1,yaml-ops,75000,41.3,22.3,0
8,29,1,ini-ops,75000,36.2,21.3,0
8,29,1,properties-ops,75000,47.1,29.1,0
8,29,1,xml-ops,75000,5.8,4.8,0
8,29,1,plist-ops,75000,16.2,6.8,0
8,29,1,hcl-ops,75000,32.6,15.1,0
8,29,1,protocol-decode,800000,47.1,30,0
8,29,2,json-parse,400000,52.6,35.6,0
8,29,2,toml-parse,400000,45,25.3,0
8,29,2,yaml-parse,400000,61.8,43.1,0
8,29,2,ini-parse,400000,61.8,43.3,0
8,29,2,properties-parse,400000,62.3,47.1,0
8,29,2,xml-parse,400000,32.1,16,0
8,29,2,plist-parse,400000,36.7,23,0
8,29,2,hcl-parse,400000,50.1,40.2,0
8,29,2,json-ops,75000,21.8,15.3,0
8,29,2,toml-ops,75000,22.3,8.1,0
8,29,2,yaml-ops,75000,28.5,20.3,0
8,29,2,ini-ops,75000,32.6,21.9,0
8,29,2,properties-ops,75000,40.2,30.4,0
8,29,2,xml-ops,75000,6.8,5.1,0
8,29,2,plist-ops,75000,8.8,5.7,0
8,29,2,hcl-ops,75000,21.7,13.5,0
8,29,2,protocol-decode,800000,40.2,29.3,0
8,29,3,json-parse,400000,49,37.6,0
8,29,3,toml-parse,400000,35.6,25.6,0
8,29,3,yaml-parse,400000,57.1,46.5,0
8,29,3,ini-parse,400000,56.1,47.4,0
8,29,3,properties-parse,400000,59.6,48.7,0
8,29,3,xml-parse,400000,24.8,15.7,0
8,29,3,plist-parse,400000,32,22.1,0
8,29,3,hcl-parse,400000,48.4,39.5,0
8,29,3,json-ops,75000,25.3,15.7,0
8,29,3,toml-ops,75000,15,8.5,0
8,29,3,yaml-ops,75000,33.5,21,0
8,29,3,ini-ops,75000,33,21,0
8,29,3,properties-ops,75000,40.6,30.9,0
8,29,3,xml-ops,75000,8.7,4.7,0
8,29,3,plist-ops,75000,8.7,5.5,0
8,29,3,hcl-ops,75000,23.2,14.3,0
8,29,3,protocol-decode,800000,40.1,29.6,0
8,30,1,json-parse,400000,41.5,29,0
8,30,1,toml-parse,400000,29.8,16.9,0
8,30,1,yaml-parse,400000,46.6,36.1,0
8,30,1,ini-parse,400000,49.2,36.1,0
8,30,1,properties-parse,400000,49.7,39.5,0
8,30,1,xml-parse,400000,23.6,11,0
8,30,1,plist-parse,400000,20,18.6,0
8,30,1,hcl-parse,400000,42,29.6,0
8,30,1,json-ops,75000,22.6,11.1,0
8,30,1,toml-ops,75000,12.7,5.4,0
8,30,1,yaml-ops,75000,23.1,15.8,0
8,30,1,ini-ops,75000,24.1,16.1,0
8,30,1,properties-ops,75000,29.2,24.6,0
8,30,1,xml-ops,75000,8.8,3.6,0
8,30,1,plist-ops,75000,10.5,4.4,0
8,30,1,hcl-ops,75000,22,10.2,0
8,30,1,protocol-decode,800000,33.8,21.7,0
8,30,2,json-parse,400000,40.4,28,0
8,30,2,toml-parse,400000,29.7,17,0
8,30,2,yaml-parse,400000,45.5,38.9,0
8,30,2,ini-parse,400000,48.6,35.6,0
8,30,2,properties-parse,400000,47.1,42.8,0
8,30,2,xml-parse,400000,20.9,11.5,0
8,30,2,plist-parse,400000,24.1,17.8,0
8,30,2,hcl-parse,400000,38.4,32.1,0
8,30,2,json-ops,75000,18.3,13.4,0
8,30,2,toml-ops,75000,14.2,5.4,0
8,30,2,yaml-ops,75000,24.1,15.8,0
8,30,2,ini-ops,75000,22,17.8,0
8,30,2,properties-ops,75000,32.2,22.6,0
8,30,2,xml-ops,75000,9.8,4,0
8,30,2,plist-ops,75000,8.7,5.2,0
8,30,2,hcl-ops,75000,18.8,11,0
8,30,2,protocol-decode,800000,32.2,22.7,0
8,30,3,json-parse,400000,40.9,28.3,0
8,30,3,toml-parse,400000,28.1,20.4,0
8,30,3,yaml-parse,400000,47,36,0
8,30,3,ini-parse,400000,44.9,39.8,0
8,30,3,properties-parse,400000,49.5,39,0
8,30,3,xml-parse,400000,22.4,11.4,0
8,30,3,plist-parse,400000,27.6,17.4,0
8,30,3,hcl-parse,400000,39.3,32.3,0
8,30,3,json-ops,75000,20.3,13.3,0
8,30,3,toml-ops,75000,13,6.3,0
8,30,3,yaml-ops,75000,21.4,16.5,0
8,30,3,ini-ops,75000,23.4,16.8,0
8,30,3,properties-ops,75000,29.1,23.4,0
8,30,3,xml-ops,75000,10.9,3.6,0
8,30,3,plist-ops,75000,6.9,5.4,0
8,30,3,hcl-ops,75000,20.8,11.9,0
8,30,3,protocol-decode,800000,32.6,22.7,0
