session,wave,copy,target,iterations,wall_s,cpu_s,exit_code
8,11,2,plist-ops,75000,9,5.8,0
8,11,2,hcl-ops,75000,17.7,13.6,0
8,11,2,protocol-decode,800000,46.6,28.9,0
8,11,3,json-parse,400000,50.7,38,0
8,11,3,toml-parse,400000,31.7,25.5,0
8,11,3,yaml-parse,400000,55.8,49.7,0
8,11,3,ini-parse,400000,56.8,47.5,0
8,11,3,properties-parse,400000,59.9,50,0
8,11,3,xml-parse,400000,20.4,14.8,0
8,11,3,plist-parse,400000,29.6,21,0
8,11,3,hcl-parse,400000,49.1,42,0
8,11,3,json-ops,75000,21.4,14.8,0
8,11,3,toml-ops,75000,11.5,8.3,0
8,11,3,yaml-ops,75000,23,18.9,0
8,11,3,ini-ops,75000,28.1,19.3,0
8,11,3,properties-ops,75000,36.2,29.2,0
8,11,3,xml-ops,75000,9.9,5.4,0
8,11,3,plist-ops,75000,11.4,6.1,0
8,11,3,hcl-ops,75000,21.9,14,0
8,11,3,protocol-decode,800000,37.8,28.5,0
8,12,1,json-parse,400000,55.2,40.1,0
8,12,1,toml-parse,400000,33.7,22.8,0
8,12,1,yaml-parse,400000,70,54.8,0
8,12,1,ini-parse,400000,69,53.9,0
8,12,1,properties-parse,400000,71,55.6,0
8,12,1,xml-parse,400000,16.4,10.9,0
8,12,1,plist-parse,400000,35.2,19.8,0
8,12,1,hcl-parse,400000,55.7,43.7,0
8,12,1,json-ops,75000,16.9,12.2,0
8,12,1,toml-ops,75000,9,6.7,0
8,12,1,yaml-ops,75000,24.8,18,0
8,12,1,ini-ops,75000,28.5,18.5,0
8,12,1,properties-ops,75000,42.9,28.1,0
8,12,1,xml-ops,75000,5,3.9,0
8,12,1,plist-ops,75000,5,4,0
8,12,1,hcl-ops,75000,14.8,9.9,0
8,12,1,protocol-decode,800000,40.8,26.9,0
8,12,2,json-parse,400000,54.2,38.3,0
8,12,2,toml-parse,400000,38.7,24,0
8,12,2,yaml-parse,400000,67.9,51.6,0
8,12,2,ini-parse,400000,71,49.3,0
8,12,2,properties-parse,400000,71.5,53.1,0
8,12,2,xml-parse,400000,17.9,11.2,0
8,12,2,plist-parse,400000,28.5,18.5,0
8,12,2,hcl-parse,400000,58.7,41.4,0
8,12,2,json-ops,75000,31.5,14.2,0
8,12,2,toml-ops,75000,18.4,6.4,0
8,12,2,yaml-ops,75000,33.6,17.6,0
8,12,2,ini-ops,75000,31.5,19.4,0
8,12,2,properties-ops,75000,47.9,28.2,0
8,12,2,xml-ops,75000,7.7,4.5,0
8,12,2,plist-ops,75000,11.7,5,0
8,12,2,hcl-ops,75000,27.4,12.5,0
8,12,2,protocol-decode,800000,47.4,26.4,0
8,12,3,json-parse,400000,57.6,38.6,0
8,12,3,toml-parse,400000,39.2,24.2,0
8,12,3,yaml-parse,400000,70.9,49.8,0
8,12,3,ini-parse,400000,70.4,49,0
8,12,3,properties-parse,400000,72.4,51.8,0
8,12,3,xml-parse,400000,27.8,13.5,0
8,12,3,plist-parse,400000,36.5,19.8,0
8,12,3,hcl-parse,400000,59.1,41,0
8,12,3,json-ops,75000,28.9,13.8,0
8,12,3,toml-ops,75000,14.6,7,0
8,12,3,yaml-ops,75000,37.6,18.9,0
8,12,3,ini-ops,75000,40.1,18.3,0
8,12,3,properties-ops,75000,47.3,27.4,0
8,12,3,xml-ops,75000,13.5,3.7,0
8,12,3,plist-ops,75000,15.1,4.2,0
8,12,3,hcl-ops,75000,21.9,12.5,0
8,12,3,protocol-decode,800000,43.7,27.5,0
8,13,1,json-parse,400000,43,29.4,0
8,13,1,toml-parse,400000,30.2,17.3,0
8,13,1,yaml-parse,400000,48.6,35.2,0
8,13,1,ini-parse,400000,49.7,36.2,0
8,13,1,properties-parse,400000,51.2,39.4,0
8,13,1,xml-parse,400000,21.9,12.6,0
8,13,1,plist-parse,400000,29.7,16.5,0
8,13,1,hcl-parse,400000,42.5,31.5,0
8,13,1,json-ops,75000,24.6,11.1,0
8,13,1,toml-ops,75000,13,5.8,0
8,13,1,yaml-ops,75000,28.7,15.5,0
8,13,1,ini-ops,75000,26.1,16.1,0
8,13,1,properties-ops,75000,34.3,21.8,0
8,13,1,xml-ops,75000,7.8,3.2,0
8,13,1,plist-ops,75000,9.3,4.4,0
8,13,1,hcl-ops,75000,19.3,11,0
8,13,1,protocol-decode,800000,35.3,22.1,0
8,13,2,json-parse,400000,40.4,29.9,0
8,13,2,toml-parse,400000,29.2,21.4,0
8,13,2,yaml-parse,400000,48.1,36.7,0
8,13,2,ini-parse,400000,47,38.5,0
8,13,2,properties-parse,400000,50.6,39.2,0
8,13,2,xml-parse,400000,16.1,13.8,0
8,13,2,plist-parse,400000,25,18.9,0
8,13,2,hcl-parse,400000,41.4,31.7,0
8,13,2,json-ops,75000,21.3,13.4,0
8,13,2,toml-ops,75000,13.5,6.6,0
8,13,2,yaml-ops,75000,23.4,16.2,0
8,13,2,ini-ops,75000,25.5,18.2,0
8,13,2,properties-ops,75000,33.2,23.6,0
8,13,2,xml-ops,75000,8.2,3.9,0
8,13,2,plist-ops,75000,6.4,5,0
8,13,2,hcl-ops,75000,20.8,11.6,0
8,13,2,protocol-decode,800000,30.6,24.1,0
8,13,3,json-parse,400000,38.8,31.3,0
8,13,3,toml-parse,400000,28.6,20.7,0
8,13,3,yaml-parse,400000,47,38.7,0
8,13,3,ini-parse,400000,48,37.7,0
8,13,3,properties-parse,400000,48,43.2,0
8,13,3,xml-parse,400000,16.5,13.4,0
8,13,3,plist-parse,400000,28,18.5,0
8,13,3,hcl-parse,400000,41.3,31.6,0
8,13,3,json-ops,75000,20.8,12.8,0
8,13,3,toml-ops,75000,15.5,5.8,0
8,13,3,yaml-ops,75000,27.5,15.9,0
8,13,3,ini-ops,75000,26.5,17.5,0
8,13,3,properties-ops,75000,32.6,23.5,0
8,13,3,xml-ops,75000,8.6,4.6,0
8,13,3,plist-ops,75000,10.7,5,0
8,13,3,hcl-ops,75000,20.7,11.5,0
8,13,3,protocol-decode,800000,31.1,24.6,0
8,14,1,json-parse,400000,54.1,43,0
8,14,1,toml-parse,400000,41.8,26.9,0
8,14,1,yaml-parse,400000,63.8,50.9,0
8,14,1,ini-parse,400000,65.8,46.9,0
8,14,1,properties-parse,400000,65.8,50.2,0
8,14,1,xml-parse,400000,33.6,16.5,0
8,14,1,plist-parse,400000,33.1,23,0
8,14,1,hcl-parse,400000,58.2,41.8,0
8,14,1,json-ops,75000,31.5,17.3,0
8,14,1,toml-ops,75000,9.3,7.9,0
8,14,1,yaml-ops,75000,37.7,22.1,0
8,14,1,ini-ops,75000,34.6,22.3,0
8,14,1,properties-ops,75000,49.4,31.9,0
8,14,1,xml-ops,75000,5.7,4.8,0
8,14,1,plist-ops,75000,15,6.4,0
8,14,1,hcl-ops,75000,32.5,15,0
8,14,1,protocol-decode,800000,52,32.8,0
8,14,2,json-parse,400000,58.6,40,0
8,14,2,toml-parse,400000,45.3,25.8,0
8,14,2,yaml-parse,400000,65.8,47,0
8,14,2,ini-parse,400000,66.3,46.1,0
8,14,2,properties-parse,400000,67.3,48.2,0
8,14,2,xml-parse,400000,28.9,15.9,0
8,14,2,plist-parse,400000,28.9,21.7,0
8,14,2,hcl-parse,400000,53,44.1,0
8,14,2,json-ops,75000,27.3,15.7,0
8,14,2,toml-ops,75000,13.4,7.6,0
8,14,2,yaml-ops,75000,31.4,19.9,0
8,14,2,ini-ops,75000,26.3,20.1,0
8,14,2,properties-ops,75000,44.2,30.3,0
8,14,2,xml-ops,75000,12.3,5.1,0
8,14,2,plist-ops,75000,8.7,5.6,0
8,14,2,hcl-ops,75000,24.2,13.8,0
8,14,2,protocol-decode,800000,42.7,29.5,0
8,14,3,json-parse,400000,53.4,42,0
8,14,3,toml-parse,400000,37.6,26.8,0
8,14,3,yaml-parse,400000,61.1,50.5,0
8,14,3,ini-parse,400000,59.6,50.6,0
8,14,3,properties-parse,400000,64.7,51.4,0
8,14,3,xml-parse,400000,19,15.8,0
8,14,3,plist-parse,400000,29.3,21.9,0
8,14,3,hcl-parse,400000,55.5,42.8,0
8,14,3,json-ops,75000,25.7,15.6,0
8,14,3,toml-ops,75000,15.4,8.1,0
8,14,3,yaml-ops,75000,33.4,20.6,0
8,14,3,ini-ops,75000,33.9,21.5,0
8,14,3,properties-ops,75000,41.6,30.1,0
8,14,3,xml-ops,75000,10.2,5.1,0
8,14,3,plist-ops,75000,13.3,6.5,0
8,14,3,hcl-ops,75000,22.6,13.9,0
8,14,3,protocol-decode,800000,44.7,30.2,0
8,15,1,json-parse,400000,44.6,31.2,0
8,15,1,toml-parse,400000,30.2,21.2,0
8,15,1,yaml-parse,400000,53.7,41.2,0
8,15,1,ini-parse,400000,54.2,40.2,0
8,15,1,properties-parse,400000,55.3,44.6,0
8,15,1,xml-parse,400000,24,11.4,0
8,15,1,plist-parse,400000,31.7,17.5,0
8,15,1,hcl-parse,400000,46.1,32.4,0
8,15,1,json-ops,75000,25,12.3,0
8,15,1,toml-ops,75000,13,6.1,0
8,15,1,yaml-ops,75000,29.7,17,0
8,15,1,ini-ops,75000,27,17.6,0
8,15,1,properties-ops,75000,39.4,23.8,0
8,15,1,xml-ops,75000,7.1,3.4,0
8,15,1,plist-ops,75000,5.4,4.7,0
8,15,1,hcl-ops,75000,22.4,11.3,0
8,15,1,protocol-decode,800000,37.3,23.9,0
8,15,2,json-parse,400000,44.5,30.7,0
8,15,2,toml-parse,400000,29.6,22.9,0
8,15,2,yaml-parse,400000,53.2,40.3,0
8,15,2,ini-parse,400000,50.6,42.6,0
8,15,2,properties-parse,400000,55.2,43.8,0
8,15,2,xml-parse,400000,19.2,14,0
8,15,2,plist-parse,400000,25.4,19,0
8,15,2,hcl-parse,400000,44,35.9,0
8,15,2,json-ops,75000,23.9,13.9,0
8,15,2,toml-ops,75000,13.4,6.8,0
8,15,2,yaml-ops,75000,24.9,16.9,0
8,15,2,ini-ops,75000,24.4,18,0
8,15,2,properties-ops,75000,35.7,24.6,0
8,15,2,xml-ops,75000,7.6,3.5,0
8,15,2,plist-ops,75000,8.7,4.1,0
8,15,2,hcl-ops,75000,18.7,12.6,0
8,15,2,protocol-decode,800000,29.1,24.3,0
8,15,3,json-parse,400000,43.9,32.9,0
8,15,3,toml-parse,400000,32.1,20.5,0
8,15,3,yaml-parse,400000,50.6,43.1,0
8,15,3,ini-parse,400000,50,43.2,0
8,15,3,properties-parse,400000,55.6,43.6,0
8,15,3,xml-parse,400000,18.6,14.2,0
8,15,3,plist-parse,400000,29,19.6,0
8,15,3,hcl-parse,400000,46,33.7,0
8,15,3,json-ops,75000,20.2,14.1,0
8,15,3,toml-ops,75000,15.9,7.3,0
8,15,3,yaml-ops,75000,25.9,17.5,0
8,15,3,ini-ops,75000,27.9,16.8,0
8,15,3,properties-ops,75000,35.2,25.2,0
8,15,3,xml-ops,75000,11.3,4,0
8,15,3,plist-ops,75000,12.8,4.9,0
8,15,3,hcl-ops,75000,21.2,12,0
8,15,3,protocol-decode,800000,33.6,25.2,0
8,16,1,json-parse,400000,55.3,41,0
8,16,1,toml-parse,400000,43,27,0
8,16,1,yaml-parse,400000,69.6,51.7,0
8,16,1,ini-parse,400000,69.1,51.4,0
8,16,1,properties-parse,400000,70.7,56.3,0
8,16,1,xml-parse,400000,31.7,16,0
8,16,1,plist-parse,400000,41.5,24.1,0
8,16,1,hcl-parse,400000,58.4,44.4,0
8,16,1,json-ops,75000,32.7,16.5,0
8,16,1,toml-ops,75000,18.3,8,0
8,16,1,yaml-ops,75000,36.8,21.8,0
8,16,1,ini-ops,75000,43,23.8,0
8,16,1,properties-ops,75000,45.6,31.3,0
8,16,1,xml-ops,75000,10.5,4.8,0
8,16,1,plist-ops,75000,6.9,5.7,0
8,16,1,hcl-ops,75000,26,14.7,0
8,16,1,protocol-decode,800000,50.6,30.9,0
8,16,2,json-parse,400000,55.8,41.2,0
8,16,2,toml-parse,400000,41.9,25.9,0
8,16,2,yaml-parse,400000,71.1,52.2,0
8,16,2,ini-parse,400000,68,52,0
8,16,2,properties-parse,400000,67,56.8,0
8,16,2,xml-parse,400000,27,15,0
8,16,2,plist-parse,400000,33.1,21.9,0
8,16,2,hcl-parse,400000,56.8,42.7,0
8,16,2,json-ops,75000,28.5,15,0
8,16,2,toml-ops,75000,15.6,7.8,0
8,16,2,yaml-ops,75000,25.4,18.6,0
8,16,2,ini-ops,75000,27,20.6,0
8,16,2,properties-ops,75000,41.4,30.1,0
8,16,2,xml-ops,75000,9.9,4.6,0
8,16,2,plist-ops,75000,10.5,6,0
8,16,2,hcl-ops,75000,22.8,14.3,0
8,16,2,protocol-decode,800000,40.3,29.3,0
8,16,3,json-parse,400000,54.1,39.9,0
8,16,3,toml-parse,400000,36.7,25.4,0
8,16,3,yaml-parse,400000,63.3,53,0
8,16,3,ini-parse,400000,63.9,51.6,0
8,16,3,properties-parse,400000,67.4,56.9,0
8,16,3,xml-parse,400000,24.3,14.7,0
8,16,3,plist-parse,400000,33.6,22.3,0
8,16,3,hcl-parse,400000,53.6,42.7,0
8,16,3,json-ops,75000,25.8,15.8,0
8,16,3,toml-ops,75000,15.6,7.9,0
8,16,3,yaml-ops,75000,29.9,20,0
8,16,3,ini-ops,75000,35.6,21.4,0
8,16,3,properties-ops,75000,42.8,29.8,0
8,16,3,xml-ops,75000,11.4,5.1,0
8,16,3,plist-ops,75000,10.9,5.6,0
8,16,3,hcl-ops,75000,26.3,13.6,0
8,16,3,protocol-decode,800000,38.7,28.7,0
8,17,1,json-parse,400000,51,42.2,0
8,17,1,toml-parse,400000,37.2,25.6,0
8,17,1,yaml-parse,400000,63.1,51.9,0
8,17,1,ini-parse,400000,62.1,52.9,0
8,17,1,properties-parse,400000,65.7,54.9,0
8,17,1,xml-parse,400000,21.3,16.2,0
8,17,1,plist-parse,400000,34.6,23.5,0
8,17,1,hcl-parse,400000,55.5,42.6,0
8,17,1,json-ops,75000,27,15.6,0
8,17,1,toml-ops,75000,13,7.8,0
8,17,1,yaml-ops,75000,34.6,21.6,0
8,17,1,ini-ops,75000,36.6,22.7,0
8,17,1,properties-ops,75000,44.3,31.4,0
8,17,1,xml-ops,75000,13.5,5.2,0
8,17,1,plist-ops,75000,8.3,5.4,0
8,17,1,hcl-ops,75000,20.2,14.1,0
8,17,1,protocol-decode,800000,39.7,30.7,0
8,17,2,json-parse,400000,53.4,40.8,0
8,17,2,toml-parse,400000,43.2,26.7,0
8,17,2,yaml-parse,400000,64.6,51.5,0
8,17,2,ini-parse,400000,64.1,51.3,0
8,17,2,properties-parse,400000,61.5,57.3,0
8,17,2,xml-parse,400000,19.2,15.2,0
8,17,2,plist-parse,400000,25.9,21.1,0
8,17,2,hcl-parse,400000,54.4,41.2,0
8,17,2,json-ops,75000,21.2,15.5,0
8,17,2,toml-ops,75000,12.9,7.3,0
8,17,2,yaml-ops,75000,34,19.6,0
8,17,2,ini-ops,75000,31.5,20,0
8,17,2,properties-ops,75000,40.7,30.1,0
8,17,2,xml-ops,75000,10.3,5.1,0
8,17,2,plist-ops,75000,9.2,5.3,0
8,17,2,hcl-ops,75000,19.6,13.7,0
8,17,2,protocol-decode,800000,43.2,29.7,0
8,17,3,json-parse,400000,53.3,39.4,0
8,17,3,toml-parse,400000,37,25.1,0
8,17,3,yaml-parse,400000,62,50.2,0
8,17,3,ini-parse,400000,57.4,51.3,0
8,17,3,properties-parse,400000,65.5,53.6,0
8,17,3,xml-parse,400000,26.3,15.2,0
8,17,3,plist-parse,400000,29.9,21.2,0
8,17,3,hcl-parse,400000,54.8,40.4,0
8,17,3,json-ops,75000,27.8,15.2,0
8,17,3,toml-ops,75000,17,8,0
8,17,3,yaml-ops,75000,29.3,18.8,0
8,17,3,ini-ops,75000,29.3,20.6,0
8,17,3,properties-ops,75000,45.2,31.3,0
8,17,3,xml-ops,75000,14.9,4.8,0
8,17,3,plist-ops,75000,14.9,5.7,0
8,17,3,hcl-ops,75000,22.2,13.6,0
8,17,3,protocol-decode,800000,43.6,29.8,0
8,18,1,json-parse,400000,50.3,39.4,0
8,18,1,toml-parse,400000,41.2,24.2,0
8,18,1,yaml-parse,400000,63,49.8,0
8,18,1,ini-parse,400000,65.6,50.6,0
8,18,1,properties-parse,400000,68.1,52.8,0
8,18,1,xml-parse,400000,31.4,16.7,0
8,18,1,plist-parse,400000,33.5,22.1,0
8,18,1,hcl-parse,400000,57.9,41.1,0
8,18,1,json-ops,75000,31.4,15.9,0
8,18,1,toml-ops,75000,11.9,7.9,0
8,18,1,yaml-ops,75000,39.1,21.3,0
8,18,1,ini-ops,75000,36,22,0
8,18,1,properties-ops,75000,42.2,29.7,0
8,18,1,xml-ops,75000,5.7,4.7,0
8,18,1,plist-ops,75000,6.2,5.3,0
8,18,1,hcl-ops,75000,27.3,14.2,0
8,18,1,protocol-decode,800000,47.2,30.5,0
8,18,2,json-parse,400000,54.8,39.8,0
8,18,2,toml-parse,400000,38.5,26.1,0
8,18,2,yaml-parse,400000,61.9,52,0
8,18,2,ini-parse,400000,66.5,48.6,0
8,18,2,properties-parse,400000,68.5,53,0
8,18,2,xml-parse,400000,32.9,16.2,0
8,18,2,plist-parse,400000,35.4,22.3,0
8,18,2,hcl-parse,400000,58.9,40.9,0
8,18,2,json-ops,75000,28.8,15.8,0
8,18,2,toml-ops,75000,20.6,8.5,0
8,18,2,yaml-ops,75000,34.4,20.2,0
8,18,2,ini-ops,75000,26.7,20.4,0
8,18,2,properties-ops,75000,38.5,29.5,0
8,18,2,xml-ops,75000,9.8,5,0
8,18,2,plist-ops,75000,8.7,5.8,0
8,18,2,hcl-ops,75000,19,13.5,0
8,18,2,protocol-decode,800000,37.5,28.6,0
8,18,3,json-parse,400000,48.2,39.3,0
8,18,3,toml-parse,400000,32.3,25,0
8,18,3,yaml-parse,400000,61.4,52.3,0
8,18,3,ini-parse,400000,59.3,51.9,0
8,18,3,properties-parse,400000,64.9,54.5,0
8,18,3,xml-parse,400000,21,15.5,0
8,18,3,plist-parse,400000,30.8,21.7,0
8,18,3,hcl-parse,400000,50.2,41,0
8,18,3,json-ops,75000,20.5,15.5,0
8,18,3,toml-ops,75000,11.3,7.3,0
8,18,3,yaml-ops,75000,25.6,19.7,0
8,18,3,ini-ops,75000,28.2,20.5,0
8,18,3,properties-ops,75000,37.9,29.2,0
8,18,3,xml-ops,75000,6.1,4.8,0
8,18,3,plist-ops,75000,9.7,5.6,0
8,18,3,hcl-ops,75000,20.5,13.5,0
8,18,3,protocol-decode,800000,38.4,28.4,0
8,19,1,json-parse,400000,53.5,39.8,0
8,19,1,toml-parse,400000,39.7,26.4,0
8,19,1,yaml-parse,400000,67.2,50,0
8,19,1,ini-parse,400000,67.2,49.5,0
8,19,1,properties-parse,400000,67.7,54.1,0
8,19,1,xml-parse,400000,29.9,16.3,0
8,19,1,plist-parse,400000,37.1,22.7,0
8,19,1,hcl-parse,400000,57.5,41.4,0
8,19,1,json-ops,75000,29.4,15.8,0
8,19,1,toml-ops,75000,20.6,7.9,0
8,19,1,yaml-ops,75000,35.6,21.1,0
8,19,1,ini-ops,75000,35,21.3,0
8,19,1,properties-ops,75000,42.2,29.9,0
8,19,1,xml-ops,75000,11.4,4.4,0
8,19,1,plist-ops,75000,8.3,5.6,0
8,19,1,hcl-ops,75000,23.7,14.1,0
8,19,1,protocol-decode,800000,42.2,29.4,0
8,19,2,json-parse,400000,53.4,38.7,0
8,19,2,toml-parse,400000,41.1,24.7,0
8,19,2,yaml-parse,400000,64.6,49.6,0
8,19,2,ini-parse,400000,63.6,50.9,0
8,19,2,properties-parse,400000,68.7,53.2,0
8,19,2,xml-parse,400000,30.9,15.4,0
8,19,2,plist-parse,400000,40.6,23.2,0
8,19,2,hcl-parse,400000,47.2,41.2,0
8,19,2,json-ops,75000,18,14.4,0
8,19,2,toml-ops,75000,12.4,7.5,0
8,19,2,yaml-ops,75000,24.7,19.2,0
8,19,2,ini-ops,75000,24.7,20,0
8,19,2,properties-ops,75000,37.5,29.4,0
8,19,2,xml-ops,75000,12.4,4.8,0
8,19,2,plist-ops,75000,16,5.7,0
8,19,2,hcl-ops,75000,26.7,14.5,0
8,19,2,protocol-decode,800000,36,28.6,0
8,19,3,json-parse,400000,54.9,37.9,0
8,19,3,toml-parse,400000,30.8,25.1,0
8,19,3,yaml-parse,400000,66.1,48.8,0
8,19,3,ini-parse,400000,61,52.1,0
8,19,3,properties-parse,400000,63,57.2,0
8,19,3,xml-parse,400000,22.1,15.7,0
8,19,3,plist-parse,400000,25.7,21.4,0
8,19,3,hcl-parse,400000,48.2,41,0
8,19,3,json-ops,75000,19.5,15,0
8,19,3,toml-ops,75000,12.3,7.2,0
8,19,3,yaml-ops,75000,24.6,19.2,0
8,19,3,ini-ops,75000,26.7,20.5,0
8,19,3,properties-ops,75000,35.9,29.6,0
8,19,3,xml-ops,75000,8.2,4.6,0
8,19,3,plist-ops,75000,7.1,5.5,0
8,19,3,hcl-ops,75000,17.9,13.7,0
8,19,3,protocol-decode,800000,37.4,29.1,0
8,20,1,json-parse,400000,52.8,39.3,0
8,20,1,toml-parse,400000,37.5,25.4,0
8,20,1,yaml-parse,400000,65,49.5,0
8,20,1,ini-parse,400000,64.5,51,0
8,20,1,properties-parse,400000,66.5,54.8,0
8,20,1,xml-parse,400000,23.6,15.3,0
8,20,1,plist-parse,400000,33.9,21.5,0
8,20,1,hcl-parse,400000,54.3,40.1,0
8,20,1,json-ops,75000,28.2,15.5,0
8,20,1,toml-ops,75000,17.4,8,0
8,20,1,yaml-ops,75000,40,23,0
8,20,1,ini-ops,75000,33.9,21.3,0
8,20,1,properties-ops,75000,42.5,30.6,0
8,20,1,xml-ops,75000,4.6,4,0
8,20,1,plist-ops,75000,10.2,5.4,0
8,20,1,hcl-ops,75000,14.9,13.1,0
8,20,1,protocol-decode,800000,39,29.1,0
8,20,2,json-parse,400000,55.8,38.9,0
8,20,2,toml-parse,400000,40.5,26.2,0
8,20,2,yaml-parse,400000,63.4,50.7,0
8,20,2,ini-parse,400000,63.4,50.7,0
8,20,2,properties-parse,400000,69,51.8,0
8,20,2,xml-parse,400000,17.9,14.7,0
8,20,2,plist-parse,400000,39.4,23.9,0
8,20,2,hcl-parse,400000,48.1,40.9,0
8,20,2,json-ops,75000,19.4,15.3,0
8,20,2,toml-ops,75000,8.1,7.1,0
8,20,2,yaml-ops,75000,31.7,19.4,0
8,20,2,ini-ops,75000,33.8,21.2,0
8,20,2,properties-ops,75000,35.8,29.9,0
8,20,2,xml-ops,75000,6,4.5,0
8,20,2,plist-ops,75000,8.6,5,0
8,20,2,hcl-ops,75000,15.8,13.3,0
8,20,2,protocol-decode,800000,35.3,27.6,0
8,20,3,json-parse,400000,43.4,38.6,0
8,20,3,toml-parse,400000,40.9,25.5,0
8,20,3,yaml-parse,400000,63.3,50.7,0
8,20,3,ini-parse,400000,57.7,51.8,0
8,20,3,properties-parse,400000,67.4,51.9,0
8,20,3,xml-parse,400000,20.4,14.7,0
8,20,3,plist-parse,400000,32.2,21.6,0
8,20,3,hcl-parse,400000,54.7,39,0
8,20,3,json-ops,75000,27.6,15.3,0
8,20,3,toml-ops,75000,11.1,7.5,0
8,20,3,yaml-ops,75000,24,19.2,0
8,20,3,ini-ops,75000,40.8,23.2,0
8,20,3,properties-ops,75000,35.2,29.5,0
8,20,3,xml-ops,75000,6.5,4.2,0
8,20,3,plist-ops,75000,7,4.9,0
8,20,3,hcl-ops,75000,17.8,13.2,0
8,20,3,protocol-decode,800000,34.2,28.8,0
8,21,1,json-parse,400000,53.7,40.9,0
8,21,1,toml-parse,400000,38.5,25.8,0
8,21,1,yaml-parse,400000,67.4,51.6,0
8,21,1,ini-parse,400000,65.9,50.7,0
8,21,1,properties-parse,400000,71,53.1,0
8,21,1,xml-parse,400000,30.2,16.1,0
8,21,1,plist-parse,400000,35.9,22.2,0
8,21,1,hcl-parse,400000,57.3,42.2,0
8,21,1,json-ops,75000,31.7,16,0
8,21,1,toml-ops,75000,14.9,7.7,0
8,21,1,yaml-ops,75000,37.9,21.2,0
8,21,1,ini-ops,75000,37.4,22.4,0
8,21,1,properties-ops,75000,45,30,0
8,21,1,xml-ops,75000,10.3,4.3,0
8,21,1,plist-ops,75000,5.6,4.8,0
8,21,1,hcl-ops,75000,27.6,14.4,0
8,21,1,protocol-decode,800000,44,30.5,0
8,21,2,json-parse,400000,53.6,41,0
8,21,2,toml-parse,400000,37.3,26.7,0
8,21,2,yaml-parse,400000,67.9,50.1,0
8,21,2,ini-parse,400000,66.8,49.6,0
8,21,2,properties-parse,400000,70.4,53.3,0
8,21,2,xml-parse,400000,31.2,15.6,0
8,21,2,plist-parse,400000,35.3,22.2,0
8,21,2,hcl-parse,400000,50,41.5,0
8,21,2,json-ops,75000,22.5,15.2,0
8,21,2,toml-ops,75000,14.8,8,0
8,21,2,yaml-ops,75000,22.4,18.2,0
8,21,2,ini-ops,75000,27,20.3,0
8,21,2,properties-ops,75000,36.3,29.5,0
8,21,2,xml-ops,75000,8.1,4.9,0
8,21,2,plist-ops,75000,11.7,5.4,0
8,21,2,hcl-ops,75000,17.8,13.7,0
8,21,2,protocol-decode,800000,36.3,28.5,0
8,21,3,json-parse,400000,49,39.4,0
8,21,3,toml-parse,400000,30.6,25.1,0
8,21,3,yaml-parse,400000,61.7,52.7,0
8,21,3,ini-parse,400000,61.2,51.4,0
8,21,3,properties-parse,400000,63.2,56.2,0
8,21,3,xml-parse,400000,22.9,15.1,0
8,21,3,plist-parse,400000,26.5,20.9,0
8,21,3,hcl-parse,400000,49.5,41.8,0
8,21,3,json-ops,75000,18.3,15.2,0
8,21,3,toml-ops,75000,11.7,7.8,0
8,21,3,yaml-ops,75000,29,20.3,0
8,21,3,ini-ops,75000,37.2,22.5,0
8,21,3,properties-ops,75000,37.8,28.9,0
8,21,3,xml-ops,75000,10.6,5,0
8,21,3,plist-ops,75000,12.7,6,0
8,21,3,hcl-ops,75000,19.8,13.7,0
8,21,3,protocol-decode,800000,38.8,29.6,0
8,22,1,json-parse,400000,51.5,39.7,0
8,22,1,toml-parse,400000,35.7,26.1,0
8,22,1,yaml-parse,400000,62.3,51.4,0
8,22,1,ini-parse,400000,65.8,50.6,0
8,22,1,properties-parse,400000,67.8,54.7,0
8,22,1,xml-parse,400000,24.5,15.8,0
8,22,1,plist-parse,400000,35.7,22.3,0
8,22,1,hcl-parse,400000,57.7,41.7,0
8,22,1,json-ops,75000,24.5,16.1,0
8,22,1,toml-ops,75000,16.7,7.6,0
8,22,1,yaml-ops,75000,35.7,21.7,0
8,22,1,ini-ops,75000,36.7,22.7,0
8,22,1,properties-ops,75000,44.4,30.5,0
8,22,1,xml-ops,75000,7.4,4.7,0
8,22,1,plist-ops,75000,17.7,6.9,0
8,22,1,hcl-ops,75000,29,14,0
8,22,1,protocol-decode,800000,38.7,29.1,0
8,22,2,json-parse,400000,56.1,40.7,0
8,22,2,toml-parse,400000,38.7,26.4,0
8,22,2,yaml-parse,400000,65.8,51.3,0
8,22,2,ini-parse,400000,65.3,50.4,0
8,22,2,properties-parse,400000,69.8,53.7,0
8,22,2,xml-parse,400000,24.9,16.5,0
8,22,2,plist-parse,400000,38.2,22.8,0
8,22,2,hcl-parse,400000,56.1,41.3,0
8,22,2,json-ops,75000,32.1,16,0
8,22,2,toml-ops,75000,13.1,7.5,0
8,22,2,yaml-ops,75000,25.9,19.7,0
8,22,2,ini-ops,75000,31,21.3,0
8,22,2,properties-ops,75000,41.2,29.7,0
8,22,2,xml-ops,75000,10.9,4.8,0
8,22,2,plist-ops,75000,11.5,6,0
8,22,2,hcl-ops,75000,23.3,14.2,0
8,22,2,protocol-decode,800000,45.8,30.4,0
8,22,3,json-parse,400000,52.4,41.5,0
